"","BLOCK","Fertilizer","Mowing","Ditch","treatment","QUADRAT..","DATA.TYPE","Year","alpha","H","D1","J"
"831",6,0,0,0,"C",33,"p cover",2013,7,1.6112857625143,0.764951888825763,0.828037082440078
"832",6,1,0,0,"F",34,"p cover",2013,13,1.86723947508599,0.787492660814182,0.72798297933412
"833",6,1,0,0,"F",35,"p cover",2013,12,2.04125420997674,0.832074225865435,0.821461124163714
"834",6,1,0,0,"F",36,"p cover",2013,12,2.15616817342727,0.856351658500067,0.867705905013062
"835",6,0,1,0,"M",79,"p cover",2013,14,1.99225861548066,0.840650797091698,0.754912973327147
"836",6,0,1,0,"M",80,"p cover",2013,18,2.12112926401885,0.828417929176637,0.733860361811304
"837",6,0,1,0,"M",81,"p cover",2013,21,2.47095786772314,0.877945280179863,0.81160770474427
"838",6,1,1,0,"MF",82,"p cover",2013,18,2.39046584418415,0.889197167959958,0.827044423491085
"839",6,1,1,0,"MF",83,"p cover",2013,16,2.20040546950924,0.846137119608758,0.793628514701483
"840",6,1,1,0,"MF",84,"p cover",2013,16,1.95035144844635,0.767674342220477,0.703440590666038
"841",7,0,0,1,"C",37,"p cover",2013,11,1.98558198989144,0.837645067833976,0.82805200561334
"842",7,0,0,1,"C",38,"p cover",2013,8,1.8702522848088,0.822663808170327,0.899401232168305
"843",7,0,0,1,"C",39,"p cover",2013,8,1.88311011352453,0.835634736142978,0.905584540743232
"844",7,1,0,1,"F",40,"p cover",2013,7,1.61197060940682,0.764697055292705,0.828389024122924
"845",7,1,0,1,"F",41,"p cover",2013,7,1.59444022671336,0.726740949696888,0.819380189515646
"846",7,1,0,1,"F",42,"p cover",2013,10,2.05276143996505,0.842331473860692,0.891502966040594
"847",7,0,1,1,"M",85,"p cover",2013,12,1.63445938525197,0.736674901954777,0.657754843785142
"848",7,0,1,1,"M",86,"p cover",2013,11,1.48257204387149,0.661508577510643,0.618280564914462
"849",7,0,1,1,"M",87,"p cover",2013,15,2.1934824342335,0.835553620335785,0.80998588332695
"850",7,1,1,1,"MF",88,"p cover",2013,14,1.98600979322509,0.787278573300284,0.752545149716254
"851",7,1,1,1,"MF",89,"p cover",2013,13,2.09253822894313,0.817965712839154,0.815820485053965
"852",7,1,1,1,"MF",90,"p cover",2013,11,1.99354737819314,0.815416229087388,0.83137383054542
"853",8,0,0,0,"C",43,"p cover",2013,5,1.12959707274156,0.597984389348026,0.701858123270608
"854",8,0,0,0,"C",44,"p cover",2013,21,2.55411865513917,0.894176403023172,0.83892259209265
"855",8,0,0,0,"C",45,"p cover",2013,9,1.58490298193299,0.70563659125979,0.721320432276629
"856",8,1,0,0,"F",46,"p cover",2013,13,2.26537890667081,0.88005540166205,0.883206095309732
"857",8,1,0,0,"F",47,"p cover",2013,19,2.7395576804713,0.928428307672391,0.930417542987037
"858",8,1,0,0,"F",48,"p cover",2013,11,2.0884395032634,0.853705789402905,0.870946920390802
"859",8,0,1,0,"M",91,"p cover",2013,NA,NA,NA,NA
"860",8,0,1,0,"M",92,"p cover",2013,16,2.27419461628187,0.864772496635777,0.820242323731557
"861",8,0,1,0,"M",93,"p cover",2013,20,2.2748486819922,0.855425129174543,0.759363145389969
"862",8,1,1,0,"MF",94,"p cover",2013,12,1.86779065952272,0.793474125670367,0.751654256179834
"863",8,1,1,0,"MF",95,"p cover",2013,17,2.13538474396364,0.830257846251283,0.753697122189353
"864",8,1,1,0,"MF",96,"p cover",2013,16,2.1408267132219,0.824474386077577,0.772140020641965
"865",1,0,0,1,"C",1,"p cover",2015,9,1.65298882639179,0.746263426014672,0.752307635478833
"866",1,0,0,1,"C",2,"p cover",2015,8,1.35116935102785,0.619129798910304,0.649775107376345
"867",1,0,0,1,"C",3,"p cover",2015,9,1.8721370470575,0.818185198990782,0.852046288926536
"868",1,1,0,1,"F",4,"p cover",2015,4,1.16335672109306,0.650022761010722,0.839184486152898
"869",1,1,0,1,"F",5,"p cover",2015,6,0.954958594061709,0.500554252943303,0.532972539262279
"870",1,1,0,1,"F",6,"p cover",2015,6,1.44602896221197,0.747920319234422,0.80704413011137
"871",1,0,1,1,"M",49,"p cover",2015,18,2.53208791210909,0.904534066037413,0.876042296355724
"872",1,0,1,1,"M",50,"p cover",2015,20,2.37981218908437,0.871358141688048,0.794400824831077
"873",1,0,1,1,"M",51,"p cover",2015,15,2.18383561153389,0.857129972771899,0.806423607156559
"874",1,1,1,1,"MF",52,"p cover",2015,10,1.44103405827896,0.61598393909767,0.625833139745202
"875",1,1,1,1,"MF",53,"p cover",2015,13,1.76148913069849,0.726431216326058,0.686753960882016
"876",1,1,1,1,"MF",54,"p cover",2015,11,1.86046633694567,0.785955843205037,0.775874725660761
"877",2,0,0,0,"C",7,"p cover",2015,11,2.03983002965396,0.832225771600429,0.850675195365581
"878",2,0,0,0,"C",8,"p cover",2015,11,1.95309937238164,0.795193195462376,0.814505701953512
"879",2,0,0,0,"C",9,"p cover",2015,9,1.83204194873345,0.798058391057984,0.833798223281529
"880",2,1,0,0,"F",10,"p cover",2015,9,1.94701645394215,0.832754771852688,0.886125375633017
"881",2,1,0,0,"F",11,"p cover",2015,7,1.40778656652764,0.67410717705678,0.723459182948954
"882",2,1,0,0,"F",12,"p cover",2015,8,1.70316720763221,0.782423335150409,0.819050294751899
"883",2,0,1,0,"M",55,"p cover",2015,15,2.17833444959917,0.861768703297712,0.804392196537775
"884",2,0,1,0,"M",56,"p cover",2015,16,2.18371371115978,0.848043988825338,0.787608235452861
"885",2,0,1,0,"M",57,"p cover",2015,14,1.7728077577056,0.745940521266505,0.671757956074434
"886",2,1,1,0,"MF",58,"p cover",2015,14,1.9058026649338,0.80833835856363,0.722152809469905
"887",2,1,1,0,"MF",59,"p cover",2015,12,1.22866162593985,0.583143423002223,0.494449812046127
"888",2,1,1,0,"MF",60,"p cover",2015,10,1.90722010362012,0.819726115778531,0.828295166777165
"889",3,0,0,1,"C",13,"p cover",2015,6,1.42301391289674,0.703274794642157,0.794199186517943
"890",3,0,0,1,"C",14,"p cover",2015,11,2.00595540811805,0.839106007045701,0.83654838093787
"891",3,0,0,1,"C",15,"p cover",2015,7,1.58646470371048,0.735814801741962,0.815281581464935
"892",3,1,0,1,"F",16,"p cover",2015,7,1.54054837136332,0.727961851410957,0.791685254384029
"893",3,1,0,1,"F",17,"p cover",2015,NA,NA,NA,NA
"894",3,1,0,1,"F",18,"p cover",2015,7,1.69180507853213,0.804108709890543,0.869415825470388
"895",3,0,1,1,"M",61,"p cover",2015,12,1.76788481766529,0.74748726536554,0.711449187765711
"896",3,0,1,1,"M",62,"p cover",2015,16,1.95878183487658,0.756157774669538,0.706481209839957
"897",3,0,1,1,"M",63,"p cover",2015,11,1.3885534633778,0.592046453841022,0.579071771452864
"898",3,1,1,1,"MF",64,"p cover",2015,16,2.13243203389332,0.840224531639028,0.769112280082665
"899",3,1,1,1,"MF",65,"p cover",2015,14,1.985596471627,0.783363659964407,0.752388532581242
"900",3,1,1,1,"MF",66,"p cover",2015,17,1.83734326097183,0.730162409693658,0.648501555601656
"901",4,0,0,0,"C",19,"p cover",2015,9,1.69605156361081,0.756039496527778,0.771906331790173
"902",4,0,0,0,"C",20,"p cover",2015,10,1.98160798200707,0.840698833586859,0.860601411881111
"903",4,0,0,0,"C",21,"p cover",2015,7,1.39890771352401,0.685110758726606,0.718896355108246
"904",4,1,0,0,"F",22,"p cover",2015,6,1.43882361486026,0.734601274675129,0.80302274918639
"905",4,1,0,0,"F",23,"p cover",2015,7,1.70948658316257,0.792258045167246,0.878502321390573
"906",4,1,0,0,"F",24,"p cover",2015,8,1.88360949169555,0.831698400677029,0.905824690880184
"907",4,0,1,0,"M",67,"p cover",2015,18,2.34818742956168,0.877835402769448,0.812417095879344
"908",4,0,1,0,"M",68,"p cover",2015,15,2.26233234424298,0.865007578662804,0.835410046431998
"909",4,0,1,0,"M",69,"p cover",2015,20,2.57392164468346,0.906989442420937,0.85919615294256
"910",4,1,1,0,"MF",70,"p cover",2015,13,1.64820447379437,0.742529287304173,0.642587530626942
"911",4,1,1,0,"MF",71,"p cover",2015,16,1.72568047323119,0.700084120040457,0.622407665222388
"912",4,1,1,0,"MF",72,"p cover",2015,15,1.81282241920209,0.713681575787056,0.669419798223922
"913",5,0,0,1,"C",25,"p cover",2015,9,1.63559765285275,0.741790938119156,0.744392571302679
"914",5,0,0,1,"C",26,"p cover",2015,9,1.58415077807094,0.719607350937137,0.720978089545798
"915",5,0,0,1,"C",27,"p cover",2015,7,1.41342392754775,0.693252425757252,0.726356213432529
"916",5,1,0,1,"F",28,"p cover",2015,7,1.78213604785642,0.811396127078282,0.915836760870792
"917",5,1,0,1,"F",29,"p cover",2015,6,1.60863948084076,0.774112234788072,0.897798788547112
"918",5,1,0,1,"F",30,"p cover",2015,6,1.58847862641252,0.773459589597156,0.886546801450358
"919",5,0,1,1,"M",73,"p cover",2015,23,2.44791966618041,0.883231097619845,0.780712544052649
"920",5,0,1,1,"M",74,"p cover",2015,19,2.1679125842759,0.846423503592541,0.736273565054363
"921",5,0,1,1,"M",75,"p cover",2015,17,2.18601246502183,0.836111559047562,0.771566486374158
"922",5,1,1,1,"MF",76,"p cover",2015,12,2.09000153721432,0.843218402150507,0.841078491778607
"923",5,1,1,1,"MF",77,"p cover",2015,11,1.83720421702714,0.756120630018602,0.766173668161537
"924",5,1,1,1,"MF",78,"p cover",2015,6,1.13735783266245,0.601614151287446,0.634771492600211
"925",6,0,0,0,"C",31,"p cover",2015,9,1.81448911721336,0.801003164576978,0.825809585387553
"926",6,0,0,0,"C",32,"p cover",2015,11,1.94163775219835,0.807237312606936,0.809725835078877
"927",6,0,0,0,"C",33,"p cover",2015,9,1.55109764792494,0.730156611272344,0.705934961734951
"928",6,1,0,0,"F",34,"p cover",2015,8,1.10746862076384,0.549546475492463,0.532579829038709
"929",6,1,0,0,"F",35,"p cover",2015,11,1.76089555872895,0.766348933628576,0.734350485905067
"930",6,1,0,0,"F",36,"p cover",2015,8,1.39634198118603,0.657530858670615,0.671498550547387
"931",6,0,1,0,"M",79,"p cover",2015,17,2.12219598678355,0.828117684683828,0.749042069576475
"932",6,0,1,0,"M",80,"p cover",2015,23,2.71379253058944,0.912426383846568,0.865507107875577
"933",6,0,1,0,"M",81,"p cover",2015,24,2.55099984313079,0.878151538110088,0.802692458752815
"934",6,1,1,0,"MF",82,"p cover",2015,16,2.39916603182509,0.890873793925226,0.865316234095827
"935",6,1,1,0,"MF",83,"p cover",2015,10,1.65623735163722,0.737155352867645,0.7192947425381
"936",6,1,1,0,"MF",84,"p cover",2015,14,2.12828740726374,0.85527776452865,0.806457435911033
"937",7,0,0,1,"C",37,"p cover",2015,6,1.55613376546704,0.769637641971554,0.868494790842362
"938",7,0,0,1,"C",38,"p cover",2015,10,1.94546539441436,0.837430686741351,0.844904885527888
"939",7,0,0,1,"C",39,"p cover",2015,8,1.76270608108107,0.810972518972039,0.847682440573493
"940",7,1,0,1,"F",40,"p cover",2015,5,1.28318380207181,0.68251613172354,0.797286923688241
"941",7,1,0,1,"F",41,"p cover",2015,5,1.5393986206008,0.777729809390563,0.956482141192156
"942",7,1,0,1,"F",42,"p cover",2015,6,1.72695435746435,0.810438368055556,0.963831578469833
"943",7,0,1,1,"M",85,"p cover",2015,11,1.72507108001354,0.760832763997594,0.719410517874854
"944",7,0,1,1,"M",86,"p cover",2015,14,1.38692008403009,0.539655734038708,0.525536170990377
"945",7,0,1,1,"M",87,"p cover",2015,13,1.78039345619756,0.704900240642792,0.694124213804974
"946",7,1,1,1,"MF",88,"p cover",2015,12,2.19898052127706,0.866204520304504,0.884934861220908
"947",7,1,1,1,"MF",89,"p cover",2015,17,2.00791962791068,0.76369323049954,0.708707528899326
"948",7,1,1,1,"MF",90,"p cover",2015,11,1.54690703227013,0.635910265141956,0.645110338978596
"949",8,0,0,0,"C",43,"p cover",2015,4,0.823612183435072,0.410788567493113,0.594110606328755
"950",8,0,0,0,"C",44,"p cover",2015,21,2.45063899420377,0.86770496406056,0.804933793175217
"951",8,0,0,0,"C",45,"p cover",2015,13,1.76094511524737,0.717532003868939,0.686541864900653
"952",8,1,0,0,"F",46,"p cover",2015,11,1.09157571259285,0.486414281317328,0.455222429843221
"953",8,1,0,0,"F",47,"p cover",2015,17,2.39192172273787,0.855806771721045,0.84424341984548
"954",8,1,0,0,"F",48,"p cover",2015,12,1.3910327994645,0.640309254768383,0.55979277917067
"955",8,0,1,0,"M",91,"p cover",2015,19,2.16853445469545,0.836082327567308,0.736484766720944
"956",8,0,1,0,"M",92,"p cover",2015,18,2.16723447594964,0.838213874088727,0.749811670429247
"957",8,0,1,0,"M",93,"p cover",2015,19,2.345807932325,0.86343897828258,0.796690965213717
"958",8,1,1,0,"MF",94,"p cover",2015,11,1.88787117250725,0.799625789916517,0.787303429771593
"959",8,1,1,0,"MF",95,"p cover",2015,17,2.16985900388315,0.848301225150875,0.765865023343648
"960",8,1,1,0,"MF",96,"p cover",2015,12,1.85054475526469,0.805431096617849,0.744713993752066
"961",1,0,0,1,"C",1,"p cover",2016,NA,NA,NA,NA
"962",1,0,0,1,"C",2,"p cover",2016,NA,NA,NA,NA
"963",1,0,0,1,"C",3,"p cover",2016,NA,NA,NA,NA
"964",1,1,0,1,"F",4,"p cover",2016,NA,NA,NA,NA
"965",1,1,0,1,"F",5,"p cover",2016,NA,NA,NA,NA
"966",1,1,0,1,"F",6,"p cover",2016,NA,NA,NA,NA
"967",1,0,1,1,"M",49,"p cover",2016,NA,NA,NA,NA
"968",1,0,1,1,"M",50,"p cover",2016,NA,NA,NA,NA
"969",1,0,1,1,"M",51,"p cover",2016,NA,NA,NA,NA
"970",1,1,1,1,"MF",52,"p cover",2016,NA,NA,NA,NA
"971",1,1,1,1,"MF",53,"p cover",2016,NA,NA,NA,NA
"972",1,1,1,1,"MF",54,"p cover",2016,NA,NA,NA,NA
"973",2,0,0,0,"C",7,"p cover",2016,NA,NA,NA,NA
"974",2,0,0,0,"C",8,"p cover",2016,NA,NA,NA,NA
"975",2,0,0,0,"C",9,"p cover",2016,NA,NA,NA,NA
"976",2,1,0,0,"F",10,"p cover",2016,NA,NA,NA,NA
"977",2,1,0,0,"F",11,"p cover",2016,NA,NA,NA,NA
"978",2,1,0,0,"F",12,"p cover",2016,NA,NA,NA,NA
"979",2,0,1,0,"M",55,"p cover",2016,NA,NA,NA,NA
"980",2,0,1,0,"M",56,"p cover",2016,NA,NA,NA,NA
"981",2,0,1,0,"M",57,"p cover",2016,NA,NA,NA,NA
"982",2,1,1,0,"MF",58,"p cover",2016,NA,NA,NA,NA
"983",2,1,1,0,"MF",59,"p cover",2016,NA,NA,NA,NA
"984",2,1,1,0,"MF",60,"p cover",2016,NA,NA,NA,NA
"985",3,0,0,1,"C",13,"p cover",2016,NA,NA,NA,NA
"986",3,0,0,1,"C",14,"p cover",2016,NA,NA,NA,NA
"987",3,0,0,1,"C",15,"p cover",2016,NA,NA,NA,NA
"988",3,1,0,1,"F",16,"p cover",2016,NA,NA,NA,NA
"989",3,1,0,1,"F",17,"p cover",2016,NA,NA,NA,NA
"990",3,1,0,1,"F",18,"p cover",2016,NA,NA,NA,NA
"991",3,0,1,1,"M",61,"p cover",2016,NA,NA,NA,NA
"992",3,0,1,1,"M",62,"p cover",2016,NA,NA,NA,NA
"993",3,0,1,1,"M",63,"p cover",2016,NA,NA,NA,NA
"994",3,1,1,1,"MF",64,"p cover",2016,NA,NA,NA,NA
"995",3,1,1,1,"MF",65,"p cover",2016,NA,NA,NA,NA
"996",3,1,1,1,"MF",60,"p cover",2016,NA,NA,NA,NA
"997",4,0,0,0,"C",19,"p cover",2016,NA,NA,NA,NA
"998",4,0,0,0,"C",20,"p cover",2016,NA,NA,NA,NA
"999",4,0,0,0,"C",21,"p cover",2016,NA,NA,NA,NA
"1000",4,1,0,0,"F",22,"p cover",2016,NA,NA,NA,NA
"1001",4,1,0,0,"F",23,"p cover",2016,NA,NA,NA,NA
"1002",4,1,0,0,"F",24,"p cover",2016,NA,NA,NA,NA
"1003",4,0,1,0,"M",67,"p cover",2016,NA,NA,NA,NA
"1004",4,0,1,0,"M",68,"p cover",2016,NA,NA,NA,NA
"1005",4,0,1,0,"M",69,"p cover",2016,NA,NA,NA,NA
"1006",4,1,1,0,"MF",70,"p cover",2016,NA,NA,NA,NA
"1007",4,1,1,0,"MF",71,"p cover",2016,NA,NA,NA,NA
"1008",4,1,1,0,"MF",72,"p cover",2016,NA,NA,NA,NA
"1009",5,0,0,1,"C",25,"p cover",2016,NA,NA,NA,NA
"1010",5,0,0,1,"C",26,"p cover",2016,NA,NA,NA,NA
"1011",5,0,0,1,"C",27,"p cover",2016,NA,NA,NA,NA
"1012",5,1,0,1,"F",28,"p cover",2016,NA,NA,NA,NA
"1013",5,1,0,1,"F",29,"p cover",2016,NA,NA,NA,NA
"1014",5,1,0,1,"F",30,"p cover",2016,NA,NA,NA,NA
"1015",5,0,1,1,"M",73,"p cover",2016,NA,NA,NA,NA
"1016",5,0,1,1,"M",74,"p cover",2016,NA,NA,NA,NA
"1017",5,0,1,1,"M",75,"p cover",2016,NA,NA,NA,NA
"1018",5,1,1,1,"MF",76,"p cover",2016,NA,NA,NA,NA
"1019",5,1,1,1,"MF",77,"p cover",2016,NA,NA,NA,NA
"1020",5,1,1,1,"MF",78,"p cover",2016,NA,NA,NA,NA
"1021",6,0,0,0,"C",31,"p cover",2016,NA,NA,NA,NA
"1022",6,0,0,0,"C",32,"p cover",2016,NA,NA,NA,NA
"1023",6,0,0,0,"C",33,"p cover",2016,NA,NA,NA,NA
"1024",6,1,0,0,"F",34,"p cover",2016,NA,NA,NA,NA
"1025",6,1,0,0,"F",35,"p cover",2016,NA,NA,NA,NA
"1026",6,1,0,0,"F",36,"p cover",2016,NA,NA,NA,NA
"1027",6,0,1,0,"M",79,"p cover",2016,NA,NA,NA,NA
"1028",6,0,1,0,"M",80,"p cover",2016,NA,NA,NA,NA
"1029",6,0,1,0,"M",81,"p cover",2016,NA,NA,NA,NA
"1030",6,1,1,0,"MF",82,"p cover",2016,NA,NA,NA,NA
"1031",6,1,1,0,"MF",83,"p cover",2016,NA,NA,NA,NA
"1032",6,1,1,0,"MF",84,"p cover",2016,NA,NA,NA,NA
"1033",7,0,0,1,"C",37,"p cover",2016,NA,NA,NA,NA
"1034",7,0,0,1,"C",38,"p cover",2016,NA,NA,NA,NA
"1035",7,0,0,1,"C",39,"p cover",2016,NA,NA,NA,NA
"1036",7,1,0,1,"F",40,"p cover",2016,NA,NA,NA,NA
"1037",7,1,0,1,"F",41,"p cover",2016,NA,NA,NA,NA
"1038",7,1,0,1,"F",42,"p cover",2016,NA,NA,NA,NA
"1039",7,0,1,1,"M",85,"p cover",2016,NA,NA,NA,NA
"1040",7,0,1,1,"M",86,"p cover",2016,NA,NA,NA,NA
"1041",7,0,1,1,"M",87,"p cover",2016,NA,NA,NA,NA
"1042",7,1,1,1,"MF",88,"p cover",2016,NA,NA,NA,NA
"1043",7,1,1,1,"MF",89,"p cover",2016,NA,NA,NA,NA
"1044",7,1,1,1,"MF",90,"p cover",2016,NA,NA,NA,NA
"1045",8,0,0,0,"C",43,"p cover",2016,NA,NA,NA,NA
"1046",8,0,0,0,"C",44,"p cover",2016,NA,NA,NA,NA
"1047",8,0,0,0,"C",45,"p cover",2016,NA,NA,NA,NA
"1048",8,1,0,0,"F",46,"p cover",2016,NA,NA,NA,NA
"1049",8,1,0,0,"F",47,"p cover",2016,NA,NA,NA,NA
"1050",8,1,0,0,"F",48,"p cover",2016,NA,NA,NA,NA
"1051",8,0,1,0,"M",91,"p cover",2016,NA,NA,NA,NA
"1052",8,0,1,0,"M",92,"p cover",2016,NA,NA,NA,NA
"1053",8,0,1,0,"M",93,"p cover",2016,NA,NA,NA,NA
"1054",8,1,1,0,"MF",94,"p cover",2016,NA,NA,NA,NA
"1055",8,1,1,0,"MF",95,"p cover",2016,NA,NA,NA,NA
"1056",8,1,1,0,"MF",96,"p cover",2016,NA,NA,NA,NA
"1057",1,0,0,1,"C",1,"p cover",2017,7,1.51388178339084,0.726907092885511,0.777981339028315
"1058",1,0,0,1,"C",2,"p cover",2017,6,1.15480034723623,0.607204191160534,0.644506345337612
"1059",1,0,0,1,"C",3,"p cover",2017,6,1.40990441913681,0.70804476789725,0.786882638741818
"1060",1,1,0,1,"F",4,"p cover",2017,6,1.69678565286777,0.802968028672425,0.946994103845197
"1061",1,1,0,1,"F",5,"p cover",2017,6,1.49858220624148,0.73687392853416,0.836374654063981
"1062",1,1,0,1,"F",6,"p cover",2017,5,1.5105302808964,0.75891085600907,0.938545233231078
"1063",1,0,1,1,"M",49,"p cover",2017,18,2.22669918552236,0.829516214709558,0.770385048026876
"1064",1,0,1,1,"M",50,"p cover",2017,16,2.15258209967397,0.847284415563102,0.776379880076497
"1065",1,0,1,1,"M",51,"p cover",2017,18,2.40590687490635,0.885715017856161,0.832386653493167
"1066",1,1,1,1,"MF",52,"p cover",2017,9,1.3760354366675,0.599878405759802,0.626260715841672
"1067",1,1,1,1,"MF",53,"p cover",2017,14,1.67122142942673,0.673355523392984,0.633264541346804
"1068",1,1,1,1,"MF",54,"p cover",2017,10,1.95010629835711,0.831937933491836,0.846920404501268
"1069",2,0,0,0,"C",7,"p cover",2017,10,2.07331433650036,0.856723874351676,0.900428975593008
"1070",2,0,0,0,"C",8,"p cover",2017,8,1.91842608707526,0.836845238095238,0.922567934045166
"1071",2,0,0,0,"C",9,"p cover",2017,8,1.86522452036086,0.825829589451384,0.896983388556369
"1072",2,1,0,0,"F",10,"p cover",2017,7,1.19515418921989,0.545308765091942,0.614187756716363
"1073",2,1,0,0,"F",11,"p cover",2017,7,1.78460906377212,0.816531109062894,0.917107639650528
"1074",2,1,0,0,"F",12,"p cover",2017,7,1.68071722805434,0.768006308785842,0.86371779748941
"1075",2,0,1,0,"M",55,"p cover",2017,16,2.41896272180318,0.897339031920404,0.872456380710179
"1076",2,0,1,0,"M",56,"p cover",2017,23,2.63163149777823,0.909396947428703,0.839303572753805
"1077",2,0,1,0,"M",57,"p cover",2017,15,2.08080535180863,0.847577782508038,0.76837768774069
"1078",2,1,1,0,"MF",58,"p cover",2017,14,2.21498745598433,0.867964165439608,0.839310094224912
"1079",2,1,1,0,"MF",59,"p cover",2017,14,1.70601536635589,0.745218556566016,0.64644877063152
"1080",2,1,1,0,"MF",60,"p cover",2017,16,2.28057511248274,0.8722714829178,0.822543601288409
"1081",3,0,0,1,"C",13,"p cover",2017,6,1.54702394406831,0.755809482239721,0.863410502713746
"1082",3,0,0,1,"C",14,"p cover",2017,8,1.81044820225805,0.815226824457594,0.870641547728012
"1083",3,0,0,1,"C",15,"p cover",2017,7,1.78864247841047,0.813310942900169,0.919180404747262
"1084",3,1,0,1,"F",16,"p cover",2017,5,1.54985884636151,0.775448414659982,0.962981444880667
"1085",3,1,0,1,"F",17,"p cover",2017,7,1.7606967745661,0.803919153820603,0.904819153865287
"1086",3,1,0,1,"F",18,"p cover",2017,7,1.76495108609764,0.795308901787947,0.907005437509268
"1087",3,0,1,1,"M",61,"p cover",2017,12,2.07547146796822,0.831678172627132,0.835231161760257
"1088",3,0,1,1,"M",62,"p cover",2017,15,2.10091969331352,0.839164279110293,0.775805298017894
"1089",3,0,1,1,"M",63,"p cover",2017,13,1.89292014540987,0.778250755192744,0.73799513425218
"1090",3,1,1,1,"MF",64,"p cover",2017,11,1.99832016981815,0.807328641760631,0.83336423925057
"1091",3,1,1,1,"MF",65,"p cover",2017,9,1.57700420065122,0.715969089769769,0.717725541994022
"1092",3,1,1,1,"MF",60,"p cover",2017,12,1.84477436504677,0.72404527427591,0.742391817899539
"1093",4,0,0,0,"C",19,"p cover",2017,7,1.72586326992913,0.804524647668626,0.88691827357342
"1094",4,0,0,0,"C",20,"p cover",2017,10,2.08106162205995,0.857322727272727,0.903793578961266
"1095",4,0,0,0,"C",21,"p cover",2017,9,1.66161418444758,0.776387781215427,0.756233205101874
"1096",4,1,0,0,"F",22,"p cover",2017,5,1.3903290281518,0.718033016000852,0.863859995723026
"1097",4,1,0,0,"F",23,"p cover",2017,6,1.58746413619855,0.761172851493539,0.885980603681409
"1098",4,1,0,0,"F",24,"p cover",2017,8,1.88867733288271,0.834005555555556,0.908261807329758
"1099",4,0,1,0,"M",67,"p cover",2017,18,2.25653496922426,0.852132880802586,0.780707520774678
"1100",4,0,1,0,"M",68,"p cover",2017,18,2.37724055713156,0.883168118760681,0.822468788188651
"1101",4,0,1,0,"M",69,"p cover",2017,15,2.09602663819718,0.836759112474582,0.773998442622693
"1102",4,1,1,0,"MF",70,"p cover",2017,9,1.35409827652108,0.611531145345373,0.616276683998642
"1103",4,1,1,0,"MF",71,"p cover",2017,14,2.29104086564795,0.865942547871184,0.86812849419302
"1104",4,1,1,0,"MF",72,"p cover",2017,15,1.57709355605905,0.650369086008876,0.582372348716856
"1105",5,0,0,1,"C",25,"p cover",2017,8,1.97622398430439,0.84656533312758,0.950362847280593
"1106",5,0,0,1,"C",26,"p cover",2017,11,1.92481178302564,0.808066578633821,0.802708860916752
"1107",5,0,0,1,"C",27,"p cover",2017,6,1.619550307101,0.776308094798399,0.903888236627405
"1108",5,1,0,1,"F",28,"p cover",2017,8,1.93227973072265,0.846761707763832,0.92923012837461
"1109",5,1,0,1,"F",29,"p cover",2017,7,1.59082808100122,0.74685619944311,0.817523913821776
"1110",5,1,0,1,"F",30,"p cover",2017,7,1.68708339301409,0.797534899376417,0.866989359109473
"1111",5,0,1,1,"M",73,"p cover",2017,19,2.42466551305954,0.866507674461867,0.823472834796512
"1112",5,0,1,1,"M",74,"p cover",2017,18,2.16128177783638,0.824112578018483,0.747752178221368
"1113",5,0,1,1,"M",75,"p cover",2017,17,2.3033887942371,0.858869660176222,0.812995180567451
"1114",5,1,1,1,"MF",76,"p cover",2017,7,1.54851665215081,0.735634165675783,0.795780140672255
"1115",5,1,1,1,"MF",77,"p cover",2017,9,1.52153110497544,0.644788073507798,0.69247864814076
"1116",5,1,1,1,"MF",78,"p cover",2017,8,1.37038294279635,0.617409939423231,0.659014891897039
"1117",6,0,0,0,"C",31,"p cover",2017,7,1.71025782394546,0.786255144032922,0.878898660750468
"1118",6,0,0,0,"C",32,"p cover",2017,7,1.5968362832376,0.724479984225916,0.820611518991679
"1119",6,0,0,0,"C",33,"p cover",2017,8,1.92826440294309,0.833578965355205,0.927299163882902
"1120",6,1,0,0,"F",34,"p cover",2017,6,1.12324215311355,0.592539422477926,0.626893381842973
"1121",6,1,0,0,"F",35,"p cover",2017,10,1.87405137112578,0.807577653567914,0.813890169283148
"1122",6,1,0,0,"F",36,"p cover",2017,6,1.59162714174202,0.76072235013294,0.888304021313609
"1123",6,0,1,0,"M",79,"p cover",2017,15,2.06205417359365,0.833036179831214,0.761453451916943
"1124",6,0,1,0,"M",80,"p cover",2017,19,2.27698588582138,0.85870668758982,0.77331739660164
"1125",6,0,1,0,"M",81,"p cover",2017,23,2.37827740118534,0.840382737632984,0.7585016068928
"1126",6,1,1,0,"MF",82,"p cover",2017,10,1.97990704941118,0.826731783232755,0.859862706240625
"1127",6,1,1,0,"MF",83,"p cover",2017,13,1.94556618507542,0.769144405383813,0.758520311294136
"1128",6,1,1,0,"MF",84,"p cover",2017,12,1.89895927990625,0.790775207770004,0.764197431749905
"1129",7,0,0,1,"C",37,"p cover",2017,6,1.72696419609342,0.814751969328316,0.96383706951327
"1130",7,0,0,1,"C",38,"p cover",2017,6,1.64384744214481,0.781919339467887,0.917448725890104
"1131",7,0,0,1,"C",39,"p cover",2017,8,1.88557656810124,0.824218388525349,0.906770654672028
"1132",7,1,0,1,"F",40,"p cover",2017,4,1.26195648265037,0.680825301390152,0.910309179668681
